instance,bestsol,commit,time,optimal,score
S_abs2n10_3_L6,8223.8,v0,144.715,False,0.017148298730651
S_abs2n10_4_H3,5896.55,v6-11-gf503ffb,134.65,False,0
S_abs2n10_4_H6,12730.62,v7.2,1112.877,False,0.58340272960422
S_abs2n10_4_L3,4205.39,v6-11-gf503ffb,1506.348,False,0
S_abs2n10_4_L6,9897.89,v6-11-gf503ffb,1012.407,False,0.77993827694731
S_abs2n10_5_H3,6318.13,v6-11-gf503ffb,1087.062,False,0
S_abs2n10_5_H6,14399.44,v6-11-gf503ffb,509.733,False,0.0002777893523431
S_abs2n10_5_L3,4615.71,v6-11-gf503ffb,36.783,False,0
S_abs2n10_5_L6,11684.02,v2,737.314,False,0.92006046210322
S_abs2n15_2_H3,4932.98,v6-11-gf503ffb,22.741,True,0.0064873719250791
S_abs2n15_2_H6,11554.83,v6-11-gf503ffb,147.971,True,0.01133853578823
S_abs2n15_2_L3,2461.89,v6-11-gf503ffb,2.425,True,0.0016247943619652
S_abs2n15_2_L6,6061.86,v6-11-gf503ffb,162.84,True,0.17765335616111
S_abs2n15_3_H3,5150.55,v6-11-gf503ffb,3.418,True,0
S_abs2n15_3_H6,12555.8,v1,678.314,False,0.46416206385287
S_abs2n15_3_L3,2665.57,v6-11-gf503ffb,2.829,True,0
S_abs2n15_3_L6,7085.79,v6-11-gf503ffb,1577.582,False,1.1390253197621
S_abs2n15_4_H3,5785.16,v6-11-gf503ffb,266.221,False,0
S_abs2n15_4_H6,13551.12,v1,798.051,False,0.38000506673423
S_abs2n15_4_L3,3304.41,v10-2-g2ae249a,72.734,False,0
S_abs2n15_4_L6,8122.88,v6-11-gf503ffb,842.541,False,1.8923685590352
S_abs2n15_5_H3,6273.59,v7.2,752.591,False,0
S_abs2n15_5_H6,14477.43,v6-11-gf503ffb,1228.568,False,0.099771831570217
S_abs2n15_5_L3,3797.18,v6-11-gf503ffb,781.032,False,0
S_abs2n15_5_L6,9166.82,v6-11-gf503ffb,1588.194,False,2.2229210435931
S_abs2n20_2_H3,5979.59,v6-11-gf503ffb,4.356,True,0
S_abs2n20_2_H6,13590.81,v6-11-gf503ffb,1094.24,False,7.3579185921879e-05
S_abs2n20_2_L3,2535.04,v6-11-gf503ffb,6.105,True,0
S_abs2n20_2_L6,6221.85,v6-11-gf503ffb,1582.408,False,0
S_abs2n20_3_H3,6224.11,v6-11-gf503ffb,17.917,True,0
S_abs2n20_3_H6,14148.91,v1,1310.114,False,0.060889797246166
S_abs2n20_3_L3,2778.54,v6-11-gf503ffb,68.13,True,0
S_abs2n20_3_L6,6886.72,v6-11-gf503ffb,1411.359,False,1.4056301776106
S_abs2n20_4_H3,6435.52,v6-11-gf503ffb,1000.147,False,0
S_abs2n20_4_H6,15003.89,v1,894.792,False,1.2934520634878
S_abs2n20_4_L3,2998.11,v10-2-g2ae249a,132.913,False,0
S_abs2n20_4_L6,7594.19,v6-11-gf503ffb,1374.623,False,1.657753652774
S_abs2n20_5_H3,6636.1,v6-11-gf503ffb,66.702,False,0.014920626786896
S_abs2n20_5_H6,15737.54,v6-11-gf503ffb,1137.572,False,1.5724898185738
S_abs2n20_5_L3,3216.65,v6-11-gf503ffb,1480.767,False,0.077158333255545
S_abs2n20_5_L6,8256.29,v6-11-gf503ffb,958.141,False,1.1419723216878
S_abs2n25_2_H3,7651.71,v1,820.54,False,0.059891750238328
S_abs2n25_2_H6,16195.23,v1,1595.609,False,0.67834920934893
S_abs2n25_2_L3,3347.37,v1,446.347,False,0.20295816008549
S_abs2n25_2_L6,8260.06,v2,112.896,False,1.2048930862612
S_abs2n25_3_H3,8102.07,v6-11-gf503ffb,154.06,False,0.058043537593067
S_abs2n25_3_H6,17770.11,v10-2-g2ae249a,875.35,False,1.4200430333366
S_abs2n25_3_L3,3805.52,v6-11-gf503ffb,531.229,False,0.36898033247792
S_abs2n25_3_L6,9809.18,v6-11-gf503ffb,587.135,False,2.4065996705176
S_abs2n25_4_H3,8710,v1,430.985,False,0.71541477752994
S_abs2n25_4_H6,19686.2,v6-11-gf503ffb,1009.769,False,4.1036054616027
S_abs2n25_4_L3,4393.11,v6-11-gf503ffb,1165.244,False,1.2053105540696
S_abs2n25_4_L6,11817.88,v6-11-gf503ffb,1091.553,False,8.1134388436557
S_abs2n25_5_H3,9410.16,v6-11-gf503ffb,846.774,False,2.8800456556606
S_abs2n25_5_H6,21278.52,v10-2-g2ae249a,1164.158,False,2.7674772403468
S_abs2n25_5_L3,5021.06,v1,1343.421,False,3.543876219013
S_abs2n25_5_L6,13426.25,v6-11-gf503ffb,1552.143,False,7.2906927496624
S_abs2n30_2_H3,9156.11,v6-11-gf503ffb,85.234,True,0
S_abs2n30_2_H6,18818.46,v6-11-gf503ffb,1166.542,False,0.54889656989068
S_abs2n30_2_L3,3435.42,v6-11-gf503ffb,58.092,True,0
S_abs2n30_2_L6,8382.68,v6-11-gf503ffb,1290.852,False,1.558878654133
S_abs2n30_3_H3,9637.61,v2,1429.727,False,0.55443858658852
S_abs2n30_3_H6,20005.44,v2,1253.006,False,0.84962872222978
S_abs2n30_3_L3,3894.49,v0,88.707,False,0.04881068902709
S_abs2n30_3_L6,9563.22,v1,1059.419,False,3.3914155638178
S_abs2n30_4_H3,9926.79,v6-11-gf503ffb,803.692,False,0.0089664413302604
S_abs2n30_4_H6,21390.74,v6-11-gf503ffb,1516.563,False,1.3049367280443
S_abs2n30_4_L3,4247.21,v6-11-gf503ffb,307.638,False,0.65170355308777
S_abs2n30_4_L6,11138.08,v6-11-gf503ffb,612.115,False,7.0588348376059
S_abs2n30_5_H3,10446.34,v6-11-gf503ffb,1520.587,False,0.8058609472509
S_abs2n30_5_H6,22741.18,v6-11-gf503ffb,1401.027,False,2.5342777660049
S_abs2n30_5_L3,4697.2,v1,1398.167,False,0.59148788542009
S_abs2n30_5_L6,13007.05,v6-11-gf503ffb,1534.903,False,10
S_abs2n35_2_H3,8844.93,v10-2-g2ae249a,107.099,False,0.00045223852418452
S_abs2n35_2_H6,19352.37,v6-11-gf503ffb,1579.879,False,
S_abs2n35_2_L3,3661.98,v10-2-g2ae249a,15.317,True,0
S_abs2n35_2_L6,8999.66,v2,673.977,False,
S_abs2n35_3_H3,9204.56,v10-2-g2ae249a,929.391,False,0
S_abs2n35_3_H6,20609.1,v6-11-gf503ffb,1357.985,False,
S_abs2n35_3_L3,4029.11,v6-11-gf503ffb,274.466,False,0
S_abs2n35_3_L6,10217.88,v6-11-gf503ffb,620.689,False,
S_abs2n35_4_H3,9680.92,v10-2-g2ae249a,775.442,False,0.74123098663952
S_abs2n35_4_H6,21738.65,v6-11-gf503ffb,1231.135,False,
S_abs2n35_4_L3,4532.76,v2,1087.739,False,2.2831586025752
S_abs2n35_4_L6,11223.93,v1,1511.508,False,
S_abs2n35_5_H3,10193.99,v6-11-gf503ffb,1001.396,False,1.9213503142428
S_abs2n35_5_H6,22646.7,v6-11-gf503ffb,1500.313,False,
S_abs2n35_5_L3,4982.65,v6-11-gf503ffb,443.2,False,3.3502519118962
S_abs2n35_5_L6,12457.97,v6-11-gf503ffb,1334.68,False,
S_abs2n40_2_H3,9560.67,v6-11-gf503ffb,102.311,False,0.10554321774885
S_abs2n40_2_H6,20793,v6-11-gf503ffb,1459.169,False,
S_abs2n40_2_L3,3976.26,v6-11-gf503ffb,1546.039,False,0.21599469716636
S_abs2n40_2_L6,9624.61,v1,1536.442,False,
S_abs2n40_3_H3,10016.73,v6-11-gf503ffb,752.432,False,1.1740833029476
S_abs2n40_3_H6,22209.1,v2,1525.046,False,
S_abs2n40_3_L3,4444.91,v1,1363.851,False,2.6066542166533
S_abs2n40_3_L6,11396.9,v1,997.133,False,
S_abs2n40_4_H3,10541.25,v6-11-gf503ffb,1249.513,False,1.0588833071289
S_abs2n40_4_H6,23954.62,v6-11-gf503ffb,1550.75,False,
S_abs2n40_4_L3,4933.82,v6-11-gf503ffb,337.046,False,1.2674284236474
S_abs2n40_4_L6,13398.7,v6-11-gf503ffb,1594.064,False,
S_abs2n40_5_H3,11293.78,v6-11-gf503ffb,1354.697,False,5.4124081800278
S_abs2n40_5_H6,26292.79,v1,1214.409,False,
S_abs2n40_5_L3,5254.57,v6-11-gf503ffb,1239.062,False,1.3882939517078
S_abs2n40_5_L6,17094.09,v1,319.533,False,
S_abs2n45_2_H3,11012.81,v6-11-gf503ffb,13.314,False,0.0047219969688372
S_abs2n45_2_H6,24850.25,v6-11-gf503ffb,1507.706,False,
S_abs2n45_2_L3,3929.24,v6-11-gf503ffb,299.991,False,0.25259354891385
S_abs2n45_2_L6,10234.14,v6-11-gf503ffb,1547.239,False,
S_abs2n45_3_H3,11681.05,v6-11-gf503ffb,867.029,False,0.8518103776509
S_abs2n45_3_H6,27997.18,v1,1590.46,False,
S_abs2n45_3_L3,4546.68,v2,735.866,False,1.4743495319844
S_abs2n45_3_L6,12362.11,v6-11-gf503ffb,1542.543,False,
S_abs2n45_4_H3,12201.31,v6-11-gf503ffb,228.316,False,0.40585945182641
S_abs2n45_4_H6,30589.96,v1,1353.629,False,
S_abs2n45_4_L3,5356.27,v1,1357.526,False,5.9170977488808
S_abs2n45_4_L6,14400.57,v6-11-gf503ffb,1546.126,False,
S_abs2n45_5_H3,13202.37,v2,1521.883,False,3.1021941987313
S_abs2n45_5_H6,34337.29,v2,340.961,False,
S_abs2n45_5_L3,6466.16,v1,872.011,False,10
S_abs2n45_5_L6,18171.97,v6-11-gf503ffb,1227.284,False,
S_abs2n50_2_H3,12434.3,v6-11-gf503ffb,665.287,False,0.0054690428048954
S_abs2n50_2_H6,28122.91,v2,1569.215,False,
S_abs2n50_2_L3,4550.36,v6-11-gf503ffb,1500.17,False,0.0017581335653993
S_abs2n50_2_L6,11997.94,v2,1112.77,False,
S_abs2n50_3_H3,13118.66,v6-11-gf503ffb,1157.613,False,-0.55609375971232
S_abs2n50_3_H6,32171.97,v2,1497.366,False,
S_abs2n50_3_L3,5333.71,v2,1542.003,False,0.36259699987204
S_abs2n50_3_L6,15212.96,v6-11-gf503ffb,1114.609,False,
S_abs2n50_4_H3,14263.81,v1,1571.326,False,3.4072504933369
S_abs2n50_4_H6,34951.81,v6-11-gf503ffb,1161.356,False,
S_abs2n50_4_L3,6284.48,v2,1544.124,False,5.3382500838082
S_abs2n50_4_L6,19606.77,v6-21-g5876c9a,263.345,False,
S_abs2n50_5_H3,14794.51,v6-21-g5876c9a,1163.996,False,3.4702678356618
S_abs2n50_5_H6,38280.52,v10-2-g2ae249a,1487.644,False,
S_abs2n50_5_L3,7053.63,v6-21-g5876c9a,684.503,False,7.4511387005865
S_abs2n50_5_L6,22206.67,v1,1491.743,False,
S_abs2n5_2_H3,1756.39,v6-11-gf503ffb,0.193,True,0.018222508214372
S_abs2n5_2_H6,5141.16,v6-11-gf503ffb,2.434,True,0.028211708442694
S_abs2n5_2_L3,1155.91,v6-11-gf503ffb,0.013,True,0.0034605967799362
S_abs2n5_2_L6,3148.7,v6-11-gf503ffb,1.508,True,0.0034936273061836
S_abs2n5_3_H3,2156.69,v6-11-gf503ffb,0.787,True,0
S_abs2n5_3_H6,6171.42,v6-21-g5876c9a,81.133,False,0
S_abs2n5_3_L3,1561.07,v10-2-g2ae249a,0.059,True,0
S_abs2n5_3_L6,4184.4,v6-21-g5876c9a,56.85,False,0
S_abs2n5_4_H3,2386.4,v6-21-g5876c9a,0.278,True,0
S_abs2n5_4_H6,7052.4,v6-21-g5876c9a,5.372,False,0
S_abs2n5_4_L3,1791.03,v6-21-g5876c9a,0.741,True,0
S_abs2n5_4_L6,5089.23,v6-21-g5876c9a,96.087,False,0
S_abs2n5_5_H3,2594.02,v6-21-g5876c9a,0.607,True,0
S_abs2n5_5_H6,7939.93,v10-2-g2ae249a,126.542,False,0
S_abs2n5_5_L3,1997.96,v6-21-g5876c9a,0.629,True,0
S_abs2n5_5_L6,5972.8,v6-21-g5876c9a,63.034,False,0
S_abs3n10_2_H3,3755.23,v6-21-g5876c9a,0.068,True,0.0026630236503067
S_abs3n10_2_H6,8445.51,v6-21-g5876c9a,104.898,True,0
S_abs3n10_2_L3,2158.5,v6-21-g5876c9a,0.921,True,0.000926577962268
S_abs3n10_2_L6,5197.4,v6-21-g5876c9a,180.642,True,0
S_abs3n10_3_H3,4191.25,v6-21-g5876c9a,6.249,True,0
S_abs3n10_3_H6,9357.14,v6-21-g5876c9a,33.789,False,0
S_abs3n10_3_L3,2587.28,v6-21-g5876c9a,16.78,True,0
S_abs3n10_3_L6,6122.25,v6-21-g5876c9a,6.519,False,0
S_abs3n10_4_H3,4510.57,v10-2-g2ae249a,9.232,False,0.0093123288582353
S_abs3n10_4_H6,10442.39,v1,264.818,False,0.0002872913785756
S_abs3n10_4_L3,2906.78,v10-2-g2ae249a,8.244,False,0.00068805130111205
S_abs3n10_4_L6,7193.05,v2,302.788,False,0.0072297230599094
S_abs3n10_5_H3,4940.37,v6-21-g5876c9a,92.035,False,0
S_abs3n10_5_H6,11549.82,v6-21-g5876c9a,1268.478,False,1.0592575222509
S_abs3n10_5_L3,3339.2,v6-21-g5876c9a,259.336,False,0
S_abs3n10_5_L6,8181.52,v6-21-g5876c9a,1505.705,False,0.060416457736623
S_abs3n15_2_H3,5557.79,v10-2-g2ae249a,1.946,False,0.0064778143854305
S_abs3n15_2_H6,13241.2,v2,135.495,False,-0.0002265650547506
S_abs3n15_2_L3,2691.71,v10-2-g2ae249a,2.632,True,0.001486066271128
S_abs3n15_2_L6,6907.62,v2,712.678,False,0.2381294431602
S_abs3n15_3_H3,5836.99,v10-2-g2ae249a,6.816,True,0
S_abs3n15_3_H6,14413.81,v6-21-g5876c9a,706.992,False,0.12371492081134
S_abs3n15_3_L3,2964.51,v6-21-g5876c9a,26.921,True,0
S_abs3n15_3_L6,8046.61,v10-2-g2ae249a,1486.916,False,0.10176116480456
S_abs3n15_4_H3,6518.63,v6-21-g5876c9a,293.929,False,0.0021477366690892
S_abs3n15_4_H6,15587.74,v2,1554.342,False,0.48761934231987
S_abs3n15_4_L3,3649.05,v6-21-g5876c9a,57.276,False,0.0005480908624955
S_abs3n15_4_L6,9242.66,v2,1425.265,False,0.8619908835652
S_abs3n15_5_H3,6892.46,v1,34.341,False,0
S_abs3n15_5_H6,16930.48,v6-21-g5876c9a,1134.617,False,1.6473244036719
S_abs3n15_5_L3,4025.27,v10-2-g2ae249a,1186.659,False,0
S_abs3n15_5_L6,10793.45,v6-21-g5876c9a,637.561,False,4.6211482353854
S_abs3n20_2_H3,6238.99,v6-21-g5876c9a,2.595,True,0
S_abs3n20_2_H6,13774.43,v6-21-g5876c9a,505.384,False,0.0002177953304816
S_abs3n20_2_L3,2681.93,v6-21-g5876c9a,4.056,True,0
S_abs3n20_2_L6,7351.06,v10-2-g2ae249a,1289.139,False,0
S_abs3n20_3_H3,6487.39,v6-21-g5876c9a,2.669,True,0
S_abs3n20_3_H6,14721.41,v6-21-g5876c9a,295.644,False,-0.0019698811957958
S_abs3n20_3_L3,2928.09,v10-2-g2ae249a,13.983,False,0
S_abs3n20_3_L6,8433.48,v2,1033.556,False,2.0421793894515
S_abs3n20_4_H3,7060.93,v6-21-g5876c9a,1188.327,False,0
S_abs3n20_4_H6,15771.18,v1,1394.321,False,0.17136469302981
S_abs3n20_4_L3,3508.79,v6-21-g5876c9a,219.729,False,0
S_abs3n20_4_L6,9378.18,v6-21-g5876c9a,1354.256,False,0.84866967909274
S_abs3n20_5_H3,7464.33,v6-21-g5876c9a,1201.256,False,0.4035333379067
S_abs3n20_5_H6,17327.23,v1,1005.163,False,3.1118820778015
S_abs3n20_5_L3,3879.79,v6-21-g5876c9a,259.939,False,0
S_abs3n20_5_L6,10795.62,v6-21-g5876c9a,1570.201,False,4.0862723924488
S_abs3n25_2_H3,8030.57,v6-21-g5876c9a,39.7,True,0.0084683600896085
S_abs3n25_2_H6,17508.48,v6-21-g5876c9a,1303.56,False,0.83613138055554
S_abs3n25_2_L3,3292.91,v6-21-g5876c9a,261.834,True,0.0018221297660048
S_abs3n25_2_L6,8651.96,v1,1538.733,False,1.5235645590534
S_abs3n25_3_H3,8629.85,v6-21-g5876c9a,279.104,False,0
S_abs3n25_3_H6,19585.93,v6-21-g5876c9a,678.361,False,2.603764491406
S_abs3n25_3_L3,3889.69,v6-21-g5876c9a,328.89,False,0
S_abs3n25_3_L6,10826.56,v1,471.533,False,6.254207845485
S_abs3n25_4_H3,9351.69,v6-21-g5876c9a,1219.414,False,1.0800095549284
S_abs3n25_4_H6,21525.49,v1,1415.448,False,2.8859509504486
S_abs3n25_4_L3,4617.11,v2,1139.852,False,2.4055981280428
S_abs3n25_4_L6,12582.62,v6-21-g5876c9a,839.36,False,4.4400175967197
S_abs3n25_5_H3,10251.69,v1,1154.962,False,4.5955269062071
S_abs3n25_5_H6,23299.32,v6-21-g5876c9a,1287.558,False,2.5832357369918
S_abs3n25_5_L3,5455.85,v2,680.861,False,8.0291464947974
S_abs3n25_5_L6,15111.05,v2,1006.953,False,8.3035298333632
S_abs3n30_2_H3,9826.71,v10-2-g2ae249a,10.239,False,0.0040707040587895
S_abs3n30_2_H6,20990.93,v2,1052.808,False,0.0048118334896152
S_abs3n30_2_L3,3369.22,v10-2-g2ae249a,340.239,False,0.00059361272706226
S_abs3n30_2_L6,8198.13,v6-21-g5876c9a,1058.269,False,0.0014637698660946
S_abs3n30_3_H3,10037.21,v6-21-g5876c9a,19.173,True,9.9629378702559e-05
S_abs3n30_3_H6,21982.44,v1,1178.49,False,0.42688108182192
S_abs3n30_3_L3,3573.68,v10-2-g2ae249a,54.434,False,0
S_abs3n30_3_L6,9174.34,v6-21-g5876c9a,1544.941,False,0.0014170157430549
S_abs3n30_4_H3,10372.87,v10-2-g2ae249a,862.485,False,0.00019281104035596
S_abs3n30_4_H6,23207.45,v2,1486.882,False,1.334611253264
S_abs3n30_4_L3,3895.14,v2,1036.763,False,0
S_abs3n30_4_L6,10422.23,v1,1358.262,False,4.3081456038319
S_abs3n30_5_H3,10709.87,v6-21-g5876c9a,527.243,False,0.29564631074237
S_abs3n30_5_H6,24697.19,v2,1561.475,False,3.4541273258883
S_abs3n30_5_L3,4288.8,v2,857.894,False,1.8243288160381
S_abs3n30_5_L6,12567.44,v6-21-g5876c9a,1469.272,False,10
S_abs3n35_2_H3,11334.79,v6-21-g5876c9a,722.808,False,0
S_abs3n35_2_H6,24768.68,v6-21-g5876c9a,833.02,False,
S_abs3n35_2_L3,3916.96,v6-21-g5876c9a,327.027,False,0.31243917679959
S_abs3n35_2_L6,10071.32,v6-21-g5876c9a,257.347,False,
S_abs3n35_3_H3,11978.43,v6-21-g5876c9a,80.561,False,0.81351515809513
S_abs3n35_3_H6,27130.25,v6-21-g5876c9a,678.099,False,
S_abs3n35_3_L3,4537.22,v1,1179.312,False,2.0388794933612
S_abs3n35_3_L6,11851.82,v6-21-g5876c9a,1079.94,False,
S_abs3n35_4_H3,12564.69,v1,1017.176,False,0.81666320305611
S_abs3n35_4_H6,28754.71,v6-21-g5876c9a,1411.752,False,
S_abs3n35_4_L3,5197.14,v6-21-g5876c9a,1302.56,False,3.8879471638975
S_abs3n35_4_L6,14883.81,v6-21-g5876c9a,1541.353,False,
S_abs3n35_5_H3,13202.99,v6-21-g5876c9a,1530.139,False,0.97124577183065
S_abs3n35_5_H6,31818.09,v6-21-g5876c9a,1289.56,False,
S_abs3n35_5_L3,5913.82,v6-21-g5876c9a,924.919,False,4.8765348901547
S_abs3n35_5_L6,17353.56,v6-21-g5876c9a,1225.219,False,
S_abs3n40_2_H3,11087.39,v6-21-g5876c9a,119.663,True,0.006313877270836
S_abs3n40_2_H6,24773.48,v10-2-g2ae249a,547.759,False,
S_abs3n40_2_L3,3829.76,v6-21-g5876c9a,93.933,True,0.0020889473794306
S_abs3n40_2_L6,9418.43,v1,1250.494,False,
S_abs3n40_3_H3,11310.05,v6-21-g5876c9a,338.967,False,0.11640361515106
S_abs3n40_3_H6,26118.52,v1,1546.745,False,
S_abs3n40_3_L3,4088,v6-21-g5876c9a,1218.945,False,1.3300812524477
S_abs3n40_3_L6,10623.45,v6-21-g5876c9a,1552.174,False,
S_abs3n40_4_H3,11672.69,v6-21-g5876c9a,863.426,False,0.37146942815205
S_abs3n40_4_H6,27200.13,v6-21-g5876c9a,1463.615,False,
S_abs3n40_4_L3,4430.24,v6-21-g5876c9a,246.592,False,1.4620740197875
S_abs3n40_4_L6,12279.16,v6-21-g5876c9a,1556.188,False,
S_abs3n40_5_H3,11962.01,v6-21-g5876c9a,1037.436,False,0.44133020416559
S_abs3n40_5_H6,28893.18,v6-21-g5876c9a,1586.58,False,
S_abs3n40_5_L3,4926.02,v6-21-g5876c9a,1508.905,False,6.1399766432668
S_abs3n40_5_L6,14862.23,v1,1386.878,False,
S_abs3n45_2_H3,11926.76,v6-21-g5876c9a,197.352,True,0
S_abs3n45_2_H6,25423.36,v6-21-g5876c9a,1007.161,False,
S_abs3n45_2_L3,3814.88,v6-21-g5876c9a,368.157,False,0
S_abs3n45_2_L6,9661.56,v6-21-g5876c9a,1311.772,False,
S_abs3n45_3_H3,12088.54,v10-2-g2ae249a,190.72,True,0.00033089299749101
S_abs3n45_3_H6,26248.97,v6-21-g5876c9a,1219.428,False,
S_abs3n45_3_L3,3960.58,v6-21-g5876c9a,41.727,True,0
S_abs3n45_3_L6,10711.26,v6-21-g5876c9a,1460.294,False,
S_abs3n45_4_H3,12370.24,v10-2-g2ae249a,1046.039,False,0.00032335774684533
S_abs3n45_4_H6,27677.65,v6-21-g5876c9a,955.144,False,
S_abs3n45_4_L3,4207.66,v6-21-g5876c9a,576.011,False,0
S_abs3n45_4_L6,11675.53,v6-21-g5876c9a,1028.391,False,
S_abs3n45_5_H3,12742.21,v6-21-g5876c9a,1396.948,False,0.74374572071467
S_abs3n45_5_H6,29555.74,v6-21-g5876c9a,1476.891,False,
S_abs3n45_5_L3,4680.26,v6-21-g5876c9a,1551.127,False,3.9877532338839
S_abs3n45_5_L6,13513.96,v10-2-g2ae249a,1508.771,False,
S_abs3n50_2_H3,12495.08,v6-21-g5876c9a,437.511,False,0.10310674151452
S_abs3n50_2_H6,27974.43,v0,679.899,False,
S_abs3n50_2_L3,4405.66,v6-21-g5876c9a,497.29,False,0.084053467091927
S_abs3n50_2_L6,11415.4,v0,1195.542,False,
S_abs3n50_3_H3,12904.74,v6-21-g5876c9a,906.495,False,-0.4564209409044
S_abs3n50_3_H6,29364.43,v6-21-g5876c9a,1080.662,False,
S_abs3n50_3_L3,4939.63,v1,1542.327,False,2.3766000132644
S_abs3n50_3_L6,13326.02,v6-21-g5876c9a,1367.974,False,
S_abs3n50_4_H3,13643.32,v1,1097.968,False,2.0084188804235
S_abs3n50_4_H6,34016.31,v6-21-g5876c9a,1299.126,False,
S_abs3n50_4_L3,5679.09,v6-21-g5876c9a,1473.709,False,9.1813546809394
S_abs3n50_4_L6,17886.22,v6-21-g5876c9a,241.598,False,
S_abs3n50_5_H3,14331.9,v6-21-g5876c9a,771.105,False,3.2400694130791
S_abs3n50_5_H6,35035.68,v6-21-g5876c9a,290.99,False,
S_abs3n50_5_L3,6201.83,v6-21-g5876c9a,764.864,False,6.9437762430701
S_abs3n50_5_L6,17749.65,v6-21-g5876c9a,281.117,False,
S_abs3n5_2_H3,3290.7,v6-21-g5876c9a,0.097,True,0
S_abs3n5_2_H6,7746.36,v6-21-g5876c9a,2.436,True,0
S_abs3n5_2_L3,2401.33,v6-21-g5876c9a,0.111,True,0
S_abs3n5_2_L6,5926.65,v10-2-g2ae249a,6.353,True,0
S_abs3n5_3_H3,3828.96,v6-21-g5876c9a,0.047,True,0
S_abs3n5_3_H6,9501.22,v10-2-g2ae249a,15.659,False,0
S_abs3n5_3_L3,2960.75,v6-21-g5876c9a,0.488,True,0
S_abs3n5_3_L6,7667.42,v10-2-g2ae249a,6.186,False,0
S_abs3n5_4_H3,4445.22,v6-21-g5876c9a,1.35,True,0
S_abs3n5_4_H6,11116.59,v6-21-g5876c9a,23.052,False,0.026903973509929
S_abs3n5_4_L3,3567.05,v10-2-g2ae249a,1.368,True,0
S_abs3n5_4_L6,9285.36,v6-21-g5876c9a,26.383,False,0.0079701700231194
S_abs3n5_5_H3,4798.59,v6-21-g5876c9a,4.866,False,0
S_abs3n5_5_H6,13232.37,v6-21-g5876c9a,249.811,False,1.4952333396996
S_abs3n5_5_L3,3929.15,v6-21-g5876c9a,6.812,False,0
S_abs3n5_5_L6,11439.22,v10-2-g2ae249a,52.485,False,1.7128762699416
S_abs4n10_2_H3,4051.83,v6-21-g5876c9a,2.906,True,0
S_abs4n10_2_H6,9284.36,v6-21-g5876c9a,60.012,True,0
S_abs4n10_2_L3,2421.88,v6-21-g5876c9a,12.143,True,0
S_abs4n10_2_L6,6139.11,v6-21-g5876c9a,30.313,True,0
S_abs4n10_3_H3,4743.88,v6-21-g5876c9a,17.496,True,0
S_abs4n10_3_H6,10600.96,v6-21-g5876c9a,188.705,False,0.11767483590688
S_abs4n10_3_L3,3123.18,v6-21-g5876c9a,2.957,True,0
S_abs4n10_3_L6,7423.9,v6-21-g5876c9a,1440.766,False,0
S_abs4n10_4_H3,5243.54,v10-2-g2ae249a,40.705,False,0.0051494582579137
S_abs4n10_4_H6,11924.97,v6-21-g5876c9a,1457.235,False,1.5417352483117
S_abs4n10_4_L3,3623.03,v6-21-g5876c9a,61.193,False,0.0011040604583679
S_abs4n10_4_L6,8737.61,v6-21-g5876c9a,424.496,False,1.7689817872214
S_abs4n10_5_H3,5717.36,v6-21-g5876c9a,890.45,False,0
S_abs4n10_5_H6,13174.95,v0,544.292,False,0.0003795095218972
S_abs4n10_5_L3,4096.78,v6-21-g5876c9a,497.05,False,0
S_abs4n10_5_L6,10029.35,v6-21-g5876c9a,695.79,False,0.073338654959088
S_abs4n15_2_H3,4577.72,v6-21-g5876c9a,9.986,True,0.0056800059421658
S_abs4n15_2_H6,10477.25,v6-21-g5876c9a,78.036,True,0.015559938218446
S_abs4n15_2_L3,2437.72,v10-2-g2ae249a,2.95,True,0.00082044550191451
S_abs4n15_2_L6,6048.59,v6-21-g5876c9a,90.46,True,0.017527817141882
S_abs4n15_3_H3,4944.26,v6-21-g5876c9a,5.577,True,0
S_abs4n15_3_H6,11533.91,v6-21-g5876c9a,295.984,False,0.26086805344274
S_abs4n15_3_L3,2810.33,v6-21-g5876c9a,2.48,True,0
S_abs4n15_3_L6,7078.42,v1,373.978,False,0
S_abs4n15_4_H3,5256.56,v6-21-g5876c9a,80.985,True,0
S_abs4n15_4_H6,12816.38,v1,1444.773,False,1.1328181099392
S_abs4n15_4_L3,3124.19,v6-21-g5876c9a,34.122,False,0
S_abs4n15_4_L6,8412.65,v6-21-g5876c9a,1166.182,False,1.6528795798866
S_abs4n15_5_H3,5627.24,v6-21-g5876c9a,281.888,False,0
S_abs4n15_5_H6,13961.66,v6-21-g5876c9a,778.16,False,1.5504236825836
S_abs4n15_5_L3,3496.54,v6-21-g5876c9a,56.199,False,0
S_abs4n15_5_L6,9502.62,v1,1331.874,False,1.9516753552036
S_abs4n20_2_H3,6335.48,v6-21-g5876c9a,87.371,True,0
S_abs4n20_2_H6,14358.64,v1,1540.252,False,0.29028265540179
S_abs4n20_2_L3,3455.87,v6-21-g5876c9a,66.114,True,0
S_abs4n20_2_L6,8222.86,v6-21-g5876c9a,825.323,False,0.27498960405157
S_abs4n20_3_H3,6873.98,v1,35.306,False,0
S_abs4n20_3_H6,16371.4,v1,1560.201,False,1.5469544721499
S_abs4n20_3_L3,4046.38,v6-21-g5876c9a,11.388,False,1.5624490164729
S_abs4n20_3_L6,9996.53,v6-21-g5876c9a,1378.611,False,0.39176421438269
